 X (m/s2), Theta (deg)
7.751228,94.842674
7.747637,95.327721
7.733272,95.400879
7.720103,95.292229
7.711724,95.285812
7.685388,94.683189
7.784747,94.11483
7.851785,93.699142
7.860164,93.720795
7.75841,94.855133
7.698555,95.048782
7.691373,94.825737
7.723695,94.327972
7.799112,94.193588
7.870938,94.605934
7.874529,95.269737
7.790732,95.639877
7.642292,94.945183
7.599196,94.798203
7.641095,95.106796
7.705738,95.256279
7.78355,95.276207
7.817069,95.059952
7.817069,94.778275
7.778761,94.462204
7.741651,94.545853
7.72968,94.488091
7.744045,94.570763
7.782352,94.708839
7.81228,95.202911
7.831434,95.362221
7.848193,95.079216
7.872135,94.347977
7.856573,93.780586
7.848193,93.331558
7.836222,93.682465
7.815871,94.088249
7.815871,94.261467
7.791929,94.021889
7.791929,93.023132
7.862558,92.078613
7.945158,90.689018
8.237251,89.92469
8.483853,87.772514
8.740033,86.752014
8.792706,86.57579
8.572439,84.99231
8.400057,85.125702
8.482656,85.460655
8.798691,81.610237
9.539697,82.054459
9.970653,77.963699
10.168175,75.810219
10.001778,79.375092
10.477027,83.382065
11.204864,83.273361
12.950237,86.273819
14.273033,92.308952
14.385561,85.330856
14.630966,91.119286
14.686033,104.1343
15.804126,112.845688
16.778566,109.356041
18.418594,101.120361
22.011093,100.809631
25.694572,114.729469
26.776752,121.852982
25.463531,117.845688
23.926455,116.857292
24.90329,112.396523
25.001451,94.366776
25.037365,92.850716
25.036167,100.098274
25.578453,99.482376
26.054899,102.928909
27.286716,110.275307
28.301859,110.514038
22.149958,102.763588
15.313314,114.405647
6.665458,113.154121
-7.183802,109.684204
-24.669855,105.426437
-36.753391,83.833015
-39.163155,67.753304
-37.268143,60.070652
-32.731133,67.798798
-20.969616,98.932388
-7.298724,136.355118
3.435679,159.957687
12.759898,125.667053
21.001938,109.87735
26.754007,98.925903
24.617182,81.485275
17.706318,59.105976
11.251551,39.628571
6.762423,29.717962
4.969166,32.841335
6.527791,40.381077
7.061698,42.776836
6.240487,43.977703
5.899313,55.304806
6.293159,73.428535
7.049727,81.53521
7.867347,82.622765
8.354567,78.780739
7.502231,73.521255
6.860585,69.190079
6.554127,65.467331
6.797139,63.781265
7.269993,65.206566
7.462727,66.795036
7.3083,67.086334
7.229292,67.330933
7.289147,70.565865
7.329848,73.919708
7.174225,75.807236
6.86657,78.827744
6.464345,81.844635
6.051345,85.146049
5.697003,89.794304
5.637148,93.202599
6.198588,96.571266
7.15986,98.045067
8.185776,95.205505
8.588001,90.912132
8.384495,88.627121
7.891289,88.460487
8.196549,90.429871
9.797073,94.159065
11.528081,94.942757
12.747927,92.099731
12.791022,87.369095
11.482592,84.953262
9.830592,86.83242
9.041702,90.219803
9.624691,95.887642
10.918756,99.069984
12.078748,98.342102
12.349293,94.524712
11.167754,90.750664
9.339781,90.965187
7.845799,92.906494
7.802703,98.433228
9.082404,102.488472
10.568007,101.900032
11.828553,98.710663
12.154165,94.828712
11.298238,92.893585
9.783905,92.654205
8.39886,93.180695
7.70095,96.111473
7.72968,100.20134
8.148665,100.142982
8.553286,97.22126
8.214506,94.642265
7.656657,92.884315
7.091625,91.748299
6.944382,93.899391
7.254431,97.234756
7.772776,98.856087
8.295909,98.871544
8.528147,99.580467
8.066066,100.932297
7.206547,104.072067
6.35062,106.856544
5.996278,108.157372
6.212954,108.497787
6.75524,106.405998
7.429208,102.44696
8.678981,96.24929
8.816648,94.394775
8.541314,93.807884
8.00621,93.998367
7.45315,95.290031
6.955156,96.771706
6.442797,98.940826
5.950788,100.935577
5.584476,103.224617
5.319916,104.21904
5.131971,104.266228
4.994305,104.043335
4.811148,102.763443
4.873397,102.437897
4.965574,101.55584
5.094861,99.797173
5.281609,98.412109
5.456386,97.349937
5.613206,98.076584
5.649119,99.139069
5.622783,100.735855
5.637148,102.464081
5.747281,103.498718
5.929241,103.385597
6.198588,102.490776
6.484695,101.265427
6.767211,100.309547
6.953959,99.532181
6.932411,98.80957
6.78397,97.818314
6.612785,96.691124
6.409278,96.95507
5.877765,99.026848
5.777209,101.078339
5.905299,102.360466
6.295553,102.911011
6.900089,103.075264
7.693767,103.530479
8.482656,103.987411
9.126697,104.555328
9.348161,104.823448
8.625112,104.284744
7.35379,102.231293
6.179435,98.455246
5.446809,94.515121
5.486313,85.363731
6.113594,79.657372
6.325481,85.165985
6.16507,90.402145
6.087258,99.368614
6.104017,105.785744
6.221333,110.368988
6.448782,111.928825
6.687006,111.422638
6.815095,109.772659
6.873753,107.480835
6.969521,105.3013
7.052121,102.42511
7.119159,100.387398
6.993463,100.529915
6.902483,106.136894
6.623559,105.429596
6.211756,100.103729
6.476315,102.690742
6.447585,100.518333
6.669049,101.509796
6.630742,101.071655
6.454768,101.843323
6.203377,100.199356
6.493075,100.107269
7.837419,103.449623
7.369353,106.434135
5.673061,107.349266
4.614824,106.324959
4.778827,100.277565
5.428853,93.601082
6.087258,92.797279
6.475119,94.76017
6.793547,100.170906
6.793547,100.170906
6.63553,103.819824
6.447585,105.391045
6.447585,106.283585
6.23091,107.196342
6.343437,106.746071
6.362591,105.116737
6.359,103.909286
6.360197,103.381996
6.306327,102.863724
6.293159,102.578163
6.295553,103.337547
6.25964,102.421677
6.287174,100.871223
6.384139,99.90744
6.460753,99.556145
6.481104,100.186043
6.429629,101.313187
6.318298,102.219574
6.204574,102.963013
6.162675,103.764923
6.121974,103.875923
6.18542,103.597832
6.293159,103.611641
6.291962,103.415665
6.221333,102.494736
6.173449,102.457802
6.093243,102.57267
6.119579,102.648972
6.178237,102.730995
6.31351,102.078026
6.56131,101.908524
6.68102,101.30764
6.706159,100.938683
6.671443,101.364403
6.624756,101.031548
6.719327,101.011864
6.600814,93.872459
6.245275,101.171051
8.256405,108.47702
7.432799,109.533524
7.44477,103.093224
7.936779,94.481346
8.48146,88.615105
8.925584,85.385185
9.135077,83.070564
8.92319,78.442215
8.713697,81.704514
8.698134,88.601662
8.615535,93.145943
8.396465,95.177246
7.839813,94.031494
8.140285,90.539856
8.516175,91.358032
8.429984,91.960411
8.171411,91.814186
8.325836,89.590317
7.981071,95.805038
6.99466,94.128639
7.070077,95.31752
7.781156,95.545326
8.080431,93.690468
7.961918,92.043709
7.906851,91.769188
8.030152,91.67791
8.177396,91.25666
8.210915,90.811867
8.221688,90.459091
8.293514,90.504814
8.389283,90.664085
8.416816,90.669037
8.37013,90.705963
8.239645,90.899132
8.188169,91.072861
8.237251,91.17881
8.298303,91.217003
8.277952,91.293373
8.24563,91.268829
8.243237,91.315315
8.207323,91.59008
8.148665,91.853905
8.154651,91.832245
8.218098,91.693779
8.286332,91.498322
8.298303,91.423424
8.231265,91.298615
8.197746,90.933495
8.261193,90.974129
8.304289,91.216866
8.26239,91.172546
8.239645,91.320389
8.282741,91.122581
8.327033,90.910065
8.289924,90.79657
8.213309,90.648087
8.141483,91.187363
8.141483,91.187363
8.170214,90.937683
8.259995,91.032379
8.248025,90.56176
8.231265,90.540924
8.153454,91.19532
8.153454,90.944237
8.196549,90.961441
8.226477,90.905243
8.22528,90.487747
8.213309,90.459908
8.175002,90.915894
8.117541,91.401016
8.146272,91.326927
8.218098,90.921478
8.228871,90.584831
8.218098,90.779007
8.172607,91.171501
8.15106,91.299515
8.164227,91.158928
8.201338,90.96357
8.202535,90.307098
8.209718,90.320297
8.201338,90.79319
8.178593,90.752174
8.200141,90.819717
8.196549,90.794258
8.186973,90.468079
8.221688,90.375824
8.279149,90.456139
8.282741,90.614738
8.234857,90.652901
8.202535,90.522995
8.175002,90.594513
8.182184,90.82473
8.189367,90.809174
8.226477,90.856163
8.250419,90.542252
8.206126,90.174706
8.185776,90.349731
8.17979,90.726501
8.218098,91.048248
8.243237,91.393494
8.197746,91.095367
8.172607,90.888649
8.220491,90.869354
8.257602,90.956818
8.275558,90.728287
8.279149,90.61795
8.226477,90.930023
8.232463,91.056519
8.234857,91.047981
8.22528,90.970909
8.221688,90.978195
8.220491,90.873436
8.222886,90.803246
8.236053,90.640739
8.261193,90.921936
8.215703,91.040138
8.172607,90.954689
8.191761,91.120163
8.202535,90.951485
8.244433,90.73172
8.301894,90.629372
8.310274,90.587189
8.268375,90.631241
8.267179,90.874428
8.248025,91.074501
8.244433,90.796753
8.263587,90.746902
8.282741,90.61187
8.2995,90.804855
8.2995,90.901146
8.286332,90.948967
8.295909,91.162468
8.263587,91.350189
8.227674,91.029434
8.250419,90.880386
8.301894,91.021576
8.294712,91.0224
8.257602,90.933846
8.227674,91.286842
8.203732,91.402969
8.239645,91.357971
8.331821,90.88134
8.339005,90.989227
8.283937,91.195839
8.234857,91.467606
8.232463,91.280853
8.283937,91.094597
8.333019,91.145386
8.380903,91.153206
8.403648,91.025032
8.343793,90.930832
8.275558,90.693848
8.273164,91.079048
8.294712,91.07592
8.360553,90.956062
8.449138,90.876144
8.407239,91.019356
8.336611,90.757462
8.271967,90.784325
8.27077,90.867355
8.313866,91.12722
8.276755,91.2024
8.243237,90.996384
8.234857,91.193268
8.236053,91.290184
8.228871,91.266663
8.238448,91.70253
8.240842,91.862152
8.231265,91.609077
8.24204,91.352654
8.250419,90.987907
8.274361,91.068291
8.313866,91.323647
8.333019,91.452141
8.350976,91.21566
8.403648,91.076981
8.433576,91.299591
8.397662,91.329842
8.39886,90.953072
8.421604,90.6689
8.39886,90.60849
8.342596,90.884529
8.339005,90.898216
8.371326,90.911133
8.368932,90.966652
8.310274,91.217461
8.280347,91.455231
8.255207,91.868736
8.200141,91.939308
8.207323,91.799789
8.295909,91.44883
8.366538,91.251862
8.367735,90.911873
8.318654,90.978485
8.307879,91.133049
8.297106,90.808403
8.335413,90.402824
8.401254,90.399948
8.39886,90.509125
8.383297,90.833275
8.352173,90.960487
8.316259,90.999176
8.303091,91.362114
8.315063,91.292259
8.330625,91.076279
8.328231,91.028763
8.287529,91.068764
8.258799,91.21698
8.255207,91.648743
8.195353,92.025742
8.153454,91.917511
8.196549,91.867477
8.248025,91.586037
8.288726,91.053101
8.311471,91.399857
8.271967,91.632286
8.228871,91.86319
8.220491,91.891609
8.283937,91.428185
8.366538,91.008865
8.401254,90.860291
8.383297,90.945221
8.2995,91.114311
8.243237,91.164665
8.23366,91.054413
8.25401,91.19854
8.286332,91.205467
8.319851,91.421303
8.301894,91.472061
8.275558,91.420464
8.269572,91.395172
8.282741,91.082108
8.271967,90.827415
8.263587,90.699471
8.267179,91.399101
8.200141,92.171349
8.165425,92.501358
8.201338,92.29866
8.275558,92.002571
8.289924,91.398331
8.312668,91.305214
8.321048,91.711044
8.306683,91.812309
8.274361,91.724304
8.26239,91.82605
8.287529,91.384003
8.37372,91.216202
8.407239,91.360924
8.409634,91.665932
8.365341,91.937851
8.336611,92.174034
8.347384,92.085854
8.420407,90.925293
8.492233,91.069183
8.420407,91.106125
8.333019,91.158768
8.306683,91.418243
8.34499,91.54847
8.358158,91.674309
8.365341,91.362373
8.396465,91.260345
8.394072,91.419487
8.346188,91.828575
8.267179,92.026733
8.230068,92.008423
8.311471,91.853134
8.414422,91.77784
8.441956,91.683563
8.416816,91.616013
8.376115,91.755264
8.366538,91.721901
8.354567,91.827011
8.346188,91.582207
8.368932,91.390778
8.397662,91.226402
8.372523,91.207207
8.383297,91.611656
8.358158,91.876015
8.367735,91.793526
8.401254,91.412148
8.441956,91.599388
8.337808,91.653252
8.305486,91.570534
8.367735,91.581482
8.394072,91.349197
8.376115,91.13485
8.323442,91.434029
8.288726,91.64724
8.331821,91.865616
8.342596,91.83419
8.34499,91.843376
8.303091,91.504463
8.328231,91.131981
8.354567,91.119911
8.322245,90.913452
8.316259,91.23291
8.311471,91.534431
8.337808,91.340714
8.355764,91.553879
8.355764,91.553879
8.312668,91.295815
8.321048,91.331581
8.342596,91.114174
8.371326,91.13884
8.39886,91.352051
8.367735,91.446938
8.335413,91.464729
8.310274,91.466484
8.300697,91.546745
8.343793,91.325523
8.3821,91.0755
8.414422,91.166832
8.37372,91.150192
8.346188,91.264397
8.321048,91.537933
8.283937,91.752144
8.275558,91.892281
8.315063,91.845963
8.364143,91.805534
8.347384,91.262772
8.367735,91.071327
8.360553,91.344238
8.317456,91.350563
8.350976,91.255569
8.380903,90.772346
8.397662,90.376404
8.457518,89.531036
8.579621,88.057747
8.711303,87.506828
8.701726,87.302338
8.734048,88.724525
8.783129,88.218819
9.040505,87.117195
9.465476,85.257126
9.817424,83.906815
9.818622,82.176956
9.992201,82.406845
10.583569,85.869987
11.289858,90.131607
12.592304,92.567635
12.411542,114.479134
9.964667,88.215096
11.280281,69.526573
13.663709,91.410072
14.05157,100.982574
14.398729,102.68026
17.762583,99.679169
22.664711,99.748039
27.342981,108.147972
26.139894,97.940331
28.061241,106.37426
28.590359,110.215118
27.327417,102.783798
25.960329,95.935547
24.756046,101.861961
23.93244,106.703697
23.452402,107.209229
23.089682,113.069839
23.457191,116.918419
22.906525,114.180389
16.962919,98.903107
11.280281,111.342621
2.86586,111.052315
-13.089101,107.989761
-31.380802,92.590454
-38.759731,76.790329
-37.938519,76.037415
-33.676842,70.508423
-30.190884,60.289497
-22.760479,66.077194
-12.943054,107.387604
-4.454412,151.799545
2.070984,162.210815
7.744045,136.482788
14.31134,125.310204
21.371841,115.037903
25.937584,103.457916
25.371355,86.787315
22.431276,72.631058
18.975246,66.177483
15.130157,63.977146
12.030864,62.031193
10.848128,60.295036
11.241974,60.284653
11.86327,62.216953
12.206838,66.487167
12.021287,70.40435
11.295844,72.963547
10.465055,76.248161
9.842564,80.911118
9.607931,85.688988
9.776723,91.590454
9.882068,94.508682
9.734824,93.569443
9.344569,91.188316
8.875306,89.204391
8.492233,88.258492
8.292317,88.94693
8.479065,91.318558
8.942344,91.584068
9.415198,90.463173
9.722853,88.232063
9.78989,85.975082
9.634268,85.124611
9.306262,86.091034
8.920795,87.934753
8.577228,89.313835
8.362947,89.386833
8.248025,88.292915
8.176199,86.569054
8.070854,85.24791
7.861362,84.90696
7.576451,84.913132
7.411252,85.476479
7.477092,86.27478
7.819463,87.068062
8.250419,86.155251
8.536526,85.397903
8.39886,86.127823
7.851785,88.098236
7.237672,91.00029
6.787562,91.04274
6.964733,93.434814
7.736863,94.5952
8.793902,94.011292
9.853337,91.857986
10.378864,88.877724
10.25676,86.448761
9.574412,85.260674
8.743625,85.240326
8.289924,87.927864
8.321048,90.973999
8.714894,92.846085
9.108741,94.042397
8.935161,93.631714
8.172607,94.18026
7.25084,95.058174
6.66426,94.724693
6.776788,96.380959
7.304709,97.377075
7.848193,95.958946
8.11395,93.604942
7.930793,92.336937
7.450756,94.369087
6.909666,98.098579
6.467936,99.141678
6.496666,99.0569
7.062895,97.458702
9.131485,92.231224
9.603143,89.507782
9.033323,87.872612
7.484274,88.407646
5.798757,88.736824
4.353856,91.870834
3.463213,93.263916
3.205836,91.697655
2.567781,96.180321
1.750161,101.61396
0.84635,104.196709
0.885855,105.184875
2.906561,98.207954
6.578069,87.179756
10.356119,82.560349
12.694057,79.126595
12.51569,75.019005
10.418368,73.476624
7.615956,76.524651
4.770447,84.220222
2.373851,93.441589
0.744597,100.672066
-0.143652,102.145164
-0.37589,100.967453
-0.132878,100.46965
0.373495,100.982796
1.024718,100.831627
1.632846,99.936981
2.317587,99.258957
2.801216,97.619682
3.0969,95.988457
3.247735,94.905647
3.203442,95.334366
3.056198,96.595512
3.044227,98.085304
3.147178,98.679047
3.41892,98.145508
3.770868,96.203377
4.103662,93.40107
4.369418,91.858032
4.501099,92.663185
4.416105,93.957443
4.309563,94.952049
4.305972,95.702896
4.38498,96.217987
4.398149,95.539169
4.294001,94.848419
4.185065,95.476364
4.10845,98.124672
4.331111,99.273033
4.481946,99.657547
4.520253,98.196854
4.623203,98.696976
4.845864,99.759712
5.145139,100.632553
5.448006,101.381584
5.600038,101.194084
5.555745,100.773621
5.38456,100.953743
5.292383,100.993469
5.425261,100.149597
5.821501,99.182571
6.245275,97.180954
6.607996,95.323814
6.756437,94.006027
6.64391,93.396599
6.397307,93.928345
6.121974,94.982498
5.90051,96.074524
5.840655,97.233185
5.845443,97.966988
5.833472,97.637276
5.796362,97.221214
5.755661,97.26226
5.713762,97.480644
5.622783,98.191925
5.560534,99.580818
5.451597,100.913399
5.434838,102.365585
5.448006,103.159706
5.531803,102.659485
5.700594,101.536331
5.821501,100.544983
5.822699,100.167221
5.777209,100.707405
5.728127,101.613869
5.710171,102.43869
5.7808,102.595848
5.946,101.535095
6.233304,99.74691
6.48709,97.884377
6.588843,96.319786
6.488286,96.178169
6.633136,94.59227
6.873753,96.616821
5.819107,106.614487
4.734534,101.178642
5.56173,99.763847
6.505046,96.119804
6.795941,95.179832
6.750452,95.321571
6.453571,96.478096
6.089652,97.372772
5.880159,99.074341
5.74369,100.820175
5.760449,102.023674
5.947197,102.134666
6.132748,100.967735
6.234501,99.821152
6.126762,97.940598
5.841852,98.602242
5.388151,98.522484
5.177461,98.55204
5.187038,98.538498
5.29358,98.341515
5.418078,97.051407
5.566519,96.639664
5.718551,96.567932
5.580884,96.489349
6.402095,100.036713
6.915652,102.044952
5.584476,103.423454
4.016273,103.198082
4.298789,99.779343
5.11162,95.845863
5.465962,92.919792
5.740098,91.724243
6.071695,91.145233
6.234501,90.907059
6.197391,90.648994
5.928043,91.175758
5.485116,92.952164
5.179855,96.391991
5.026627,99.685303
5.049371,101.790665
5.233725,102.211121
5.419276,100.32972
5.679047,97.12429
5.841852,94.730858
5.925649,93.193459
5.905299,93.580238
5.774815,95.455582
5.638345,96.83786
5.609614,96.899048
5.70658,95.808167
5.711368,94.814957
5.571307,95.550415
5.554548,95.822762
5.695806,95.830086
5.956774,95.919312
6.105214,96.782761
6.007052,97.059128
5.835866,96.73587
5.738902,96.463043
5.82629,96.669724
5.929241,96.515022
5.839458,96.18924
5.770026,95.740273
5.825093,95.616806
5.914876,95.138573
6.008249,94.919044
6.027403,95.408058
5.907693,95.8507
5.765238,95.871162
5.726931,95.312088
5.822699,94.944901
5.859808,93.435204
5.697003,91.069069
5.357026,96.813637
